STT,Mã CK,Tên công ty,Sàn CK,"4. Giá vốn hàng bán [Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","4. Giá vốn hàng bán [Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Kiểm toán, ĐVT: VND]","4. Giá vốn hàng bán [Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Chưa kiểm toán, ĐVT: VND]","A. TÀI SẢN NGẮN HẠN[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","I. Nợ ngắn hạn[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","IV. Hàng tồn kho[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","1. Doanh thu bán hàng và cung cấp dịch vụ [Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","3. Doanh thu thuần về bán hàng và cung cấp dịch vụ[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","III. Các khoản phải thu ngắn hạn[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","I. Các khoản phải thu dài hạn[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","A. NỢ PHẢI TRẢ[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","I. Vốn chủ sở hữu[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","II. Tài sản cố định[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","TỔNG CỘNG NGUỒN VỐN[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","11. Lợi nhuận sau thuế chưa phân phối[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","TỔNG CỘNG TÀI SẢN[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","   Trong đó :Chi phí lãi vay[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","Chi phí lãi vay[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","Khấu hao TSCĐ và BĐSĐT[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","Giá vốn hàng bán/Doanh thu thuần[Năm: 2021, ĐVT: %]","Tỷ số thanh toán nhanh[Năm: 2021, ĐVT: Lần]","Tỷ số thanh toán hiện hành (ngắn hạn)[Năm: 2021, ĐVT: Lần]","Khả năng thanh toán lãi vay[Năm: 2021, ĐVT: Lần]","Tăng trưởng  doanh thu thuần[Năm: 2021, ĐVT: %]","Tăng trưởng tổng tài sản[Năm: 2021, ĐVT: %]","Tăng trưởng vốn chủ sở hữu[Năm: 2021, ĐVT: %]","Tăng trưởng lợi nhuận trước thuế [Năm: 2021, ĐVT: %]","Tăng trưởng  lợi nhuận gộp[Năm: 2021, ĐVT: %]","Lợi nhuận trước thuế và lãi vay (EBIT)[Năm: 2021, ĐVT: đồng]","Lợi nhuận trước thuế, lãi vay và khấu hao (EBITDA)[Năm: 2021, ĐVT: đồng]","Tỷ số dòng tiền HĐKD trên doanh thu thuần[Năm: 2021, ĐVT: %]",Ngành NAICS cấp 1,Ngày giao dịch đầu tiên
863,KSV,Tổng Công ty Khoáng sản TKV - CTCP,HNX,"6,039,616,182,441 ","6,039,616,182,441 ","6,897,085,885,120 ","5,113,109,731,244 ","5,350,527,389,402 ","3,921,932,016,875 ","7,991,138,594,794 ","7,991,138,594,794 ","395,712,584,563 ","66,659,773,742 ","8,058,232,329,353 ","3,183,012,127,286 ","5,158,672,567,619 ","11,252,251,568,570 ","696,225,925,760 ","11,252,251,568,570 ","194,428,484,541 ","194,428,484,541 ","647,077,190,453 ",75.58 ,0.22 ,0.96 ,6.88 ,29.66 ,31.28 ,30.00 ,370.60 ,105.04 ,"1,338,396,266,323 ","1,985,473,456,776 ",14.99 ,Khai khoáng,02-02-2023
864,KTB,CTCP Đầu tư Khoáng sản Tây Bắc,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khai khoáng,15-03-2016
865,KTC,CTCP Thương mại Kiên Giang,UPCOM,"5,421,910,076,480 ","5,421,910,076,480 ","5,425,783,756,218 ","825,634,966,978 ","913,323,007,541 ","536,060,691,585 ","5,683,445,840,818 ","5,675,010,662,651 ","184,663,073,087 ",,"916,923,007,541 ","405,007,631,254 ","362,819,554,451 ","1,321,930,638,795 ","42,158,790,494 ","1,321,930,638,795 ","24,619,298,395 ","24,764,752,951 ","29,103,476,047 ",95.54 ,0.32 ,0.90 ,1.99 ,(0.75),7.31 ,(2.47),(39.53),3.54 ,"49,012,271,369 ","78,115,747,416 ",(0.51),Sản xuất,22-06-2018
866,KTL,CTCP Kim Khí Thăng Long,UPCOM,"849,062,411,441 ","849,062,411,441 ","849,115,179,926 ","477,103,819,922 ","606,493,190,444 ","271,813,418,219 ","948,963,753,834 ","948,850,499,755 ","178,513,564,688 ","2,972,093,000 ","691,445,016,453 ","360,386,212,833 ","230,072,938,032 ","1,052,353,490,302 ","19,522,780,906 ","1,052,353,490,302 ","31,305,282,245 ",,,89.48 ,0.34 ,0.79 ,1.72 ,1.40 ,(0.81),(4.61),(57.13),6.65 ,"53,931,564,948 ","95,440,861,935 ",(5.82),Sản xuất,14-01-2015
867,KTS,CTCP Đường Kon Tum,HNX,"220,314,222,352 ","220,314,222,352 ","220,314,222,352 ","215,220,685,952 ","218,593,184,280 ","10,941,180,907 ","248,218,462,434 ","248,218,462,434 ","201,260,281,837 ",,"276,421,184,280 ","163,157,235,845 ","221,705,855,312 ","439,578,508,307 ","82,136,444,878 ","439,578,508,307 ","20,339,087,454 ",,,88.76 ,0.93 ,0.98 ,1.36 ,62.03 ,10.19 ,2.75 ,203.92 ,41.05 ,"27,616,465,257 ","44,907,714,509 ",(2.92),Sản xuất,31-12-2010
868,KTT,CTCP Tập đoàn Đầu tư KTT,HNX,"446,189,417,780 ","446,189,417,780 ","446,189,417,780 ","298,566,976,270 ","277,442,695,225 ","81,808,689,001 ","453,773,143,062 ","453,773,143,062 ","194,046,213,780 ","10,000,000,000 ","277,442,695,225 ","37,136,510,212 ","1,012,229,167 ","314,579,205,437 ","7,586,510,212 ","314,579,205,437 ",,"4,772,863,690 ","212,311,433 ",98.33 ,0.78 ,1.08 ,1.56 ,379.00 ,189.33 ,6.75 ,111.93 ,281.77 ,"7,426,786,776 ","2,866,234,519 ",(12.40),Xây dựng và Bất động sản,28-10-2010
869,KTU,CTCP Môi trường Đô thị Kon Tum,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dịch vụ hỗ trợ (hành chính, du lịch, an ninh, kiểm định…) và xử lý rác thải",21-02-2018
870,KVC,CTCP Sản xuất Xuất nhập khẩu Inox Kim Vĩ,HNX,"203,248,737,404 ","203,248,737,404 ","203,248,737,404 ","318,185,128,603 ","133,084,979,329 ","256,801,027,119 ","190,572,200,122 ","190,197,008,122 ","58,058,362,500 ",,"133,996,849,729 ","489,751,523,076 ","304,346,852,532 ","623,748,372,805 ","(5,174,104,197)","623,748,372,805 ","10,980,945,553 ","10,980,945,553 ","30,132,882,919 ",106.86 ,0.46 ,2.39 ,(2.01),(41.62),(14.06),(6.35),(181.39),(220.72),"(22,087,317,034)","8,045,565,885 ",40.12 ,Sản xuất,14-04-2015
871,L10,CTCP Lilama 10,HOSE,"1,038,359,200,594 ","1,038,359,200,594 ","1,038,359,200,594 ","1,075,457,448,561 ","751,763,750,717 ","314,768,675,947 ","1,071,871,565,147 ","1,071,871,565,147 ","340,985,431,943 ",,"1,011,040,177,436 ","251,082,229,797 ","98,911,820,049 ","1,262,122,407,233 ","31,566,373,506 ","1,262,122,407,233 ","8,601,438,244 ","8,601,438,244 ","20,764,940,050 ",96.87 ,1.01 ,1.43 ,3.30 ,(10.74),21.16 ,0.63 ,(10.77),(25.27),"28,423,240,050 ","49,188,180,100 ",21.47 ,Xây dựng và Bất động sản,25-12-2007
872,L12,CTCP Licogi 12,UPCOM,"279,947,415,551 ","279,947,415,551 ",,"250,673,858,219 ","246,590,407,196 ","105,244,487,887 ","304,350,640,754 ","304,350,640,754 ","137,957,208,833 ",,"270,397,368,485 ","88,462,028,218 ","77,259,583,047 ","358,859,396,703 ","5,222,040,047 ","358,859,396,703 ","8,579,638,147 ","8,579,638,147 ","14,275,890,317 ",91.98 ,0.59 ,1.02 ,1.53 ,19.91 ,6.34 ,1.60 ,(0.45),(9.75),"13,105,965,713 ","27,381,856,030 ",(11.74),Xây dựng và Bất động sản,03-01-2017
873,L14,CTCP Licogi 14,HNX,"91,772,784,434 ","91,772,784,434 ","91,587,875,242 ","1,098,091,763,254 ","401,865,470,449 ","122,767,345,270 ","166,677,481,375 ","166,677,481,375 ","143,371,671,386 ","1,115,069,000 ","409,589,550,449 ","753,151,718,294 ","27,257,284,818 ","1,162,741,268,743 ","225,822,054,055 ","1,162,741,268,743 ","6,519,835,616 ","6,519,835,616 ","3,019,660,803 ",55.06 ,2.43 ,2.73 ,67.36 ,42.72 ,127.47 ,117.23 ,958.62 ,55.47 ,"439,177,240,704 ","442,196,901,507 ",(110.76),Xây dựng và Bất động sản,13-09-2011
874,L18,CTCP Đầu tư và Xây dựng Số 18,HNX,"2,705,712,972,711 ","2,705,712,972,711 ","2,707,507,005,203 ","2,667,446,256,351 ","1,978,294,876,868 ","1,160,333,201,198 ","2,860,008,085,170 ","2,860,008,085,170 ","1,369,445,508,608 ","5,000,000 ","2,558,507,052,034 ","590,307,781,922 ","377,536,202,010 ","3,148,814,833,956 ","35,329,257,727 ","3,148,814,833,956 ","25,798,815,542 ","25,798,815,542 ","47,193,080,196 ",94.61 ,0.76 ,1.35 ,3.36 ,43.48 ,19.44 ,49.49 ,133.31 ,69.01 ,"86,731,560,706 ","133,924,640,902 ",(18.16),Xây dựng và Bất động sản,23-04-2008
875,L35,CTCP Cơ khí Lắp máy Lilama,HNX,"73,631,916,080 ","73,631,916,080 ","69,697,380,915 ","191,978,418,187 ","176,991,367,284 ","67,919,197,668 ","82,769,657,306 ","82,769,657,306 ","119,894,056,619 ","84,300,000 ","179,071,381,412 ","29,267,237,720 ","6,356,844,589 ","208,338,619,132 ","(16,140,565,682)","208,338,619,132 ","8,646,447,116 ","8,646,447,116 ","2,192,142,755 ",88.96 ,0.70 ,1.08 ,0.23 ,(24.15),2.02 ,(18.46),(168.43),12.68 ,"2,020,353,999 ","4,212,496,754 ",8.63 ,Xây dựng và Bất động sản,25-03-2010
876,L40,CTCP Đầu Tư và Xây dựng 40,HNX,"160,750,194,361 ","160,750,194,361 ","164,250,194,361 ","122,146,537,103 ","124,702,297,784 ","19,986,875,701 ","170,594,833,408 ","170,388,314,099 ","49,087,985,855 ","211,319,330 ","128,924,393,518 ","64,563,784,271 ","59,453,828,326 ","193,488,177,789 ","8,729,935,253 ","193,488,177,789 ",,,"5,350,369,915 ",94.34 ,0.82 ,0.98 ,0.00 ,(2.50),3.49 ,(6.17),(96.22),(49.26),"384,250,145 ","5,734,620,060 ",1.77 ,Xây dựng và Bất động sản,27-01-2021
877,L43,CTCP Lilama 45.3,HNX,"27,840,503,061 ","27,840,503,061 ","27,741,757,299 ","373,431,243,723 ","373,618,820,527 ","161,411,471,499 ","38,044,820,050 ","38,044,820,050 ","200,683,547,108 ",,"373,618,820,527 ","39,629,880,897 ","17,291,809,700 ","413,248,701,424 ","(34,735,549,348)","413,248,701,424 ","14,361,223,092 ",,,73.18 ,0.57 ,1.00 ,0.41 ,(92.39),5.00 ,(17.72),"(3,796.59)",(63.62),"5,828,145,968 ","9,275,139,436 ",(52.60),Xây dựng và Bất động sản,11-06-2008
878,L44,CTCP Lilama 45.4,UPCOM,"249,104,209 ","249,104,209 ",,"112,685,819,307 ","247,497,468,573 ","88,116,839,265 ",,,"22,514,126,215 ",,"247,497,468,573 ","(131,456,381,351)","3,355,267,915 ","116,041,087,222 ","(188,528,529,036)","116,041,087,222 ","4,769,982,566 ",,,,0.10 ,0.46 ,(0.52),,(0.44),(205.85),(167.73),(125.55),"(2,495,114,200)","(2,246,009,991)",,Xây dựng và Bất động sản,08-06-2018
879,L45,CTCP Lilama 45.1,UPCOM,"44,931,169,329 ","44,931,169,329 ",,"459,625,644,407 ","442,311,565,759 ","281,571,630,308 ","52,329,156,217 ","52,329,156,217 ","160,360,226,917 ","750,000,000 ","517,643,028,918 ","40,739,933,866 ","11,158,118,407 ","558,382,962,784 ","(10,203,215,782)","558,382,962,784 ","2,546,777,916 ",,,85.86 ,0.40 ,1.04 ,1.01 ,(47.69),6.85 ,0.03 ,(72.43),(47.06),"2,560,685,597 ","4,354,263,727 ",29.60 ,Sản xuất,20-10-2016
880,L61,CTCP Lilama 69-1,HNX,"612,289,923,182 ","612,289,923,182 ","612,289,923,182 ","717,593,835,550 ","662,683,247,285 ","575,583,334,761 ","664,731,190,268 ","664,731,190,268 ","108,712,919,453 ","8,794,503,000 ","667,826,388,748 ","147,584,908,528 ","75,560,426,312 ","815,411,297,276 ","3,394,272,942 ","815,411,297,276 ","26,058,945,445 ","26,058,945,445 ","17,342,499,329 ",92.11 ,0.21 ,1.08 ,1.12 ,2.10 ,(12.15),0.25 ,65.01 ,(27.42),"29,112,264,260 ","46,454,763,589 ",5.79 ,Xây dựng và Bất động sản,19-11-2008
881,L62,CTCP Lilama 69-2,HNX,"170,295,427,507 ","170,295,427,507 ","170,295,427,507 ","496,547,090,391 ","481,431,671,932 ","201,925,545,575 ","201,487,657,136 ","201,487,657,136 ","293,673,290,037 ","2,487,974,965 ","484,510,688,696 ","106,070,680,222 ","81,256,629,087 ","590,581,368,918 ","(135,554,510)","590,581,368,918 ","27,452,667,984 ",,,84.52 ,0.61 ,1.03 ,0.89 ,(39.97),(3.78),(4.19),(460.28),(30.09),"24,375,336,533 ","33,648,558,469 ",(14.54),Xây dựng và Bất động sản,21-04-2008
882,L63,CTCP Lilama 69-3,UPCOM,"728,237,699,391 ","728,237,699,391 ",,"668,396,699,986 ","659,375,058,980 ","377,485,286,237 ","771,088,271,487 ","771,088,271,487 ","250,028,481,349 ","173,100,000 ","708,009,910,341 ","106,977,373,362 ","133,014,845,591 ","815,603,645,181 ","2,023,806,912 ","815,603,645,181 ","22,506,722,711 ","22,506,722,711 ","16,974,968,741 ",94.44 ,0.44 ,1.01 ,1.13 ,13.03 ,(6.12),0.24 ,997.55 ,(26.38),"25,363,082,293 ","42,338,051,034 ",7.68 ,Sản xuất,06-10-2016
883,LAF,CTCP Chế biến hàng Xuất khẩu Long An,HOSE,"334,344,282,596 ","334,344,282,596 ","334,344,282,596 ","189,403,009,927 ","80,523,766,918 ","120,322,678,775 ","415,382,034,689 ","415,382,034,689 ","28,193,170,080 ",,"83,292,387,999 ","196,459,496,086 ","73,075,304,840 ","279,751,884,085 ","49,179,306,086 ","279,751,884,085 ","3,733,964,826 ","3,733,964,826 ","9,816,862,292 ",80.49 ,0.86 ,2.35 ,12.58 ,2.49 ,34.79 ,23.90 ,78.28 ,56.52 ,"46,972,343,747 ","56,789,206,039 ",0.51 ,Sản xuất,15-12-2000
884,LAI,CTCP Đầu Tư Xây dựng Long An IDICO,UPCOM,"199,681,677,412 ","199,681,677,412 ",,"257,606,101,491 ","246,757,056,715 ","175,562,254,651 ","262,905,278,193 ","262,905,278,193 ","57,932,307,902 ",,"583,665,831,091 ","148,853,762,275 ","16,313,861,233 ","732,519,593,366 ","30,212,970,031 ","732,519,593,366 ","5,223,337,456 ","5,223,337,456 ","1,254,367,374 ",75.95 ,0.33 ,1.04 ,7.35 ,(10.36),51.94 ,6.97 ,31.38 ,26.07 ,"38,406,987,919 ","39,661,355,293 ",93.97 ,Xây dựng và Bất động sản,10-08-2015
885,LaNga,CTCP Đầu tư La Ngà,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bán lẻ,
886,Lanmak,CTCP Đầu tư Xây dựng Bất động sản Lanmak,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xây dựng và Bất động sản,
887,LAS,CTCP Supe Phốt phát và Hóa chất Lâm Thao,HNX,"2,428,376,054,417 ","2,428,376,054,417 ","2,428,376,054,417 ","1,960,465,923,047 ","962,628,036,949 ","976,567,532,656 ","2,905,509,653,199 ","2,801,047,084,462 ","580,375,636,992 ",,"962,628,036,949 ","1,332,473,670,503 ","303,053,583,076 ","2,295,101,707,452 ","94,745,453,339 ","2,295,101,707,452 ","11,369,903,322 ","11,369,903,322 ","55,768,683,235 ",86.70 ,1.02 ,2.04 ,8.50 ,22.12 ,30.61 ,6.92 ,445.71 ,(6.68),"96,688,671,808 ","152,457,355,043 ",(1.87),Sản xuất,01-03-2012
888,Lasotra,CTCP Thương mại Lạng Sơn,OTC,"93,330,351,028 ","93,330,351,028 ",,"59,944,731,875 ","66,021,138,474 ","12,642,160,684 ","106,127,672,434 ","106,127,672,434 ","41,685,680,301 ",,"75,842,865,209 ","5,300,540,365 ","19,463,501,214 ","81,143,405,574 ","(14,713,672,756)","81,143,405,574 ","7,542,341,982 ","7,542,341,982 ","1,262,178,168 ",87.94 ,0.72 ,0.91 ,2.12 ,(41.34),(17.72),(11.89),(66.15),(22.29),"15,967,882,387 ","17,230,060,555 ",1.25 ,Bán buôn,
889,LAW,CTCP Cấp thoát nước Long An,UPCOM,"183,547,066,083 ","183,547,066,083 ","183,108,816,634 ","41,709,909,471 ","85,666,277,498 ","22,052,028,559 ","231,009,021,270 ","228,999,894,061 ","11,533,950,624 ","211,500,000 ","143,029,103,684 ","164,353,241,367 ","244,135,373,757 ","307,382,345,051 ",,"307,382,345,051 ","5,322,999,646 ","5,322,999,646 ","30,841,605,032 ",80.15 ,0.23 ,0.49 ,3.53 ,16.40 ,0.42 ,2.12 ,23.16 ,11.73 ,"18,809,604,061 ","49,651,209,093 ",8.26 ,Tiện ích,21-12-2015
890,LBC,CTCP Thương mại - Đầu tư Long Biên,UPCOM,"117,058,548,954 ","117,058,548,954 ",,"41,658,603,534 ","18,061,953,862 ","20,418,864,806 ","147,006,708,520 ","145,930,095,839 ","3,698,700,783 ",,"18,361,956,404 ","37,914,778,716 ","14,113,092,391 ","56,276,735,120 ","8,539,212,451 ","56,276,735,120 ",,,,80.22 ,1.18 ,2.31 ,0.00 ,(1.70),9.03 ,8.58 ,2.55 ,(13.54),"5,537,362,528 ","7,338,131,916 ",2.99 ,Bán lẻ,16-08-2017
891,LBE,CTCP Sách và Thiết bị Trường học Long An,HNX,"64,970,795,813 ","64,970,795,813 ","65,018,534,591 ","24,884,336,666 ","9,675,376,809 ","17,515,404,738 ","73,707,661,763 ","73,183,965,421 ","2,088,922,445 ",,"9,799,351,809 ","20,295,771,953 ","4,094,079,565 ","30,095,123,762 ","2,278,092,201 ","30,095,123,762 ","234,560,931 ",,,88.78 ,0.76 ,2.57 ,8.92 ,0.87 ,39.06 ,(0.33),(7.72),(1.93),"2,091,848,856 ","2,288,182,929 ",(13.61),Công nghệ và thông tin,22-02-2008
892,LBM,CTCP Khoáng sản và Vật liệu Xây dựng Lâm Đồng,HOSE,"607,303,578,485 ","607,303,578,485 ","607,635,224,086 ","217,666,050,627 ","108,510,354,135 ","68,034,298,178 ","788,120,043,488 ","787,824,716,215 ","97,803,277,351 ","1,728,088,417 ","109,496,854,135 ","434,580,706,028 ","300,203,457,331 ","544,077,560,163 ","69,940,365,042 ","544,077,560,163 ",,,"61,021,926,588 ",77.09 ,1.38 ,2.01 ,0.00 ,30.36 ,20.67 ,14.88 ,19.44 ,25.98 ,"100,622,587,822 ","161,644,514,410 ",20.94 ,Sản xuất,20-12-2006
893,LCC,CTCP Xi măng Hồng Phong,UPCOM,"76,093,924,945 ","76,093,924,945 ",,"34,631,988,543 ","177,382,277,241 ","2,777,455,019 ","72,416,669,951 ","72,416,669,951 ","30,734,769,420 ","202,531,000 ","927,210,817,200 ","(650,348,080,978)","240,121,958,946 ","276,862,736,222 ","(712,792,640,853)","276,862,736,222 ","37,094,850,384 ",,,105.08 ,0.18 ,0.20 ,(0.21),29.24 ,(12.21),(209.26),(171.36),(114.79),"(7,797,339,350)","31,352,092,476 ",(4.73),Sản xuất,06-05-2010
894,LCD,CTCP Lắp máy - Thí nghiệm Cơ điện,HNX,"92,302,533,711 ","92,302,533,711 ","92,302,533,711 ","118,611,082,195 ","104,006,063,914 ","30,254,159,435 ","107,054,740,722 ","107,054,740,722 ","85,906,451,039 ",,"109,510,248,464 ","31,578,739,789 ","21,788,846,953 ","141,088,988,253 ","7,104,047,852 ","141,088,988,253 ","4,286,745,683 ",,,86.22 ,0.85 ,1.14 ,1.63 ,(19.93),(8.55),3.37 ,(25.28),1.45 ,"6,967,012,998 ","9,105,099,117 ",(6.73),Xây dựng và Bất động sản,15-11-2010
895,LCG,CTCP Lizen,HOSE,"1,373,857,600,368 ","1,373,857,600,368 ","1,688,889,193,097 ","3,667,580,449,339 ","2,564,472,237,878 ","836,549,605,500 ","1,802,653,972,149 ","1,802,653,972,149 ","2,198,511,663,874 ","36,097,880,554 ","3,415,916,609,987 ","2,388,616,876,129 ","1,247,878,982,995 ","5,804,533,486,116 ","390,668,835,632 ","5,804,533,486,116 ","106,192,359,166 ","106,192,359,166 ","138,749,800,998 ",76.21 ,1.10 ,1.43 ,3.14 ,(49.02),(5.35),29.37 ,(39.04),40.58 ,"333,506,396,459 ","472,256,197,457 ",17.71 ,Xây dựng và Bất động sản,18-11-2008
896,LCM,CTCP Khai thác và Chế biến khoáng sản Lào Cai,UPCOM,"8,724,010,673 ","8,724,010,673 ","10,724,010,673 ","51,471,103,417 ","21,810,179,652 ","19,536,764,583 ","9,787,945,600 ","9,787,945,600 ","28,992,674,734 ","52,171,177,000 ","21,810,179,652 ","228,590,311,134 ","16,873,605,223 ","250,400,490,786 ","(33,903,695,769)","250,400,490,786 ",,,,89.13 ,1.46 ,2.36 ,0.00 ,(68.87),0.23 ,0.85 ,53.70 ,212.12 ,"1,930,207,181 ","3,876,031,235 ",53.89 ,Khai khoáng,09-09-2022
897,LCS,CTCP Licogi 166,HNX,"73,387,303,381 ",,"73,387,303,381 ","223,683,649,509 ","237,118,477,185 ","167,835,831,270 ","22,185,347,445 ","22,185,347,445 ","54,623,959,770 ","1,058,860,000 ","237,118,477,185 ","17,747,186,208 ","27,706,785,841 ","254,865,663,393 ","(64,243,693,981)","254,865,663,393 ","11,335,587,973 ","11,335,587,973 ","10,274,188,705 ",330.79 ,0.24 ,0.94 ,(4.91),(71.93),(22.43),(79.07),"(26,251.67)",(465.09),"(55,690,993,874)","(45,416,805,169)",15.42 ,Xây dựng và Bất động sản,06-07-2010
898,LCW,CTCP Nước sạch Lai Châu,UPCOM,"30,662,157,358 ","30,662,157,358 ","30,662,157,358 ","24,298,701,836 ","18,644,739,113 ","4,462,915,999 ","39,345,914,960 ","39,345,914,960 ","4,739,354,408 ",,"18,644,739,113 ","216,542,126,337 ","209,584,750,408 ","235,186,865,450 ","392,871,222 ","235,186,865,450 ","1,050,227 ","1,050,227 ","13,906,635,771 ",77.93 ,1.06 ,1.30 ,464.33 ,11.41 ,0.49 ,0.06 ,19.43 ,26.14 ,"487,652,298 ","14,394,288,069 ",32.75 ,Tiện ích,30-11-2016
899,LDG,CTCP Đầu tư LDG,HOSE,"138,471,556,638 ","138,471,556,638 ","138,471,556,638 ","4,748,957,739,047 ","2,487,897,907,166 ","1,044,751,475,920 ","478,286,238,499 ","321,282,003,914 ","3,508,272,573,437 ","1,227,982,473,362 ","3,597,145,708,488 ","3,243,923,398,461 ","535,601,242 ","6,841,069,106,949 ","815,320,624,068 ","6,841,069,106,949 ","49,960,158,149 ","51,148,045,740 ","17,157,442,242 ",43.10 ,1.49 ,1.91 ,4.61 ,(76.86),23.67 ,4.49 ,668.25 ,(50.73),"230,453,648,844 ","247,611,091,086 ",(297.67),Xây dựng và Bất động sản,12-08-2015
900,LDP,CTCP Dược Lâm Đồng (Ladophar),HNX,"140,677,531,841 ","140,677,531,841 ","140,917,077,836 ","144,282,833,192 ","58,482,873,885 ","54,574,820,287 ","162,250,417,952 ","161,902,372,898 ","24,264,728,202 ","1,076,331,565 ","62,541,255,123 ","153,379,734,362 ","61,458,124,990 ","215,920,989,485 ","12,268,396,356 ","215,920,989,485 ","2,210,166,219 ","2,210,166,219 ","11,741,786,856 ",86.89 ,1.53 ,2.47 ,19.42 ,(35.95),(0.77),32.79 ,57.04 ,(43.44),"42,930,907,125 ","54,672,693,981 ",17.96 ,Sản xuất,20-07-2010
901,LDW,CTCP Cấp thoát nước Lâm Đồng,UPCOM,"196,493,363,089 ","196,493,363,089 ","196,329,553,933 ","370,557,462,116 ","59,069,135,673 ","8,967,710,863 ","233,902,460,940 ","233,902,460,940 ","57,514,489,337 ","228,036,580 ","289,844,112,386 ","875,708,359,169 ","780,761,085,616 ","1,460,887,159,502 ","34,458,390,737 ","1,460,887,159,502 ","16,651,101,221 ",,,84.01 ,6.12 ,6.27 ,3.60 ,(6.89),(3.24),0.18 ,(12.75),(20.47),"59,879,168,265 ","122,446,012,108 ",10.23 ,Tiện ích,16-03-2018
902,LEC,CTCP Bất động sản Điện lực Miền Trung,HOSE,"500,269,406,173 ","500,269,406,173 ","500,655,988,173 ","732,349,268,962 ","585,344,402,903 ","114,203,518,619 ","534,874,219,962 ","534,874,219,962 ","596,608,978,318 ","150,000,000 ","585,344,402,903 ","399,995,554,346 ","60,000,391,408 ","985,339,957,249 ","52,925,683,025 ","985,339,957,249 ","25,606,323,505 ","25,606,323,505 ","12,869,628,787 ",93.53 ,1.06 ,1.25 ,1.23 ,(3.30),5.12 ,16.22 ,46.90 ,(11.40),"31,552,674,365 ","44,422,303,152 ",(4.29),Xây dựng và Bất động sản,14-06-2017
903,LG9,CTCP Cơ giới và Xây lắp Số 9,UPCOM,"154,085,633,714 ","154,085,633,714 ",,"354,713,635,134 ","327,925,590,941 ","87,062,408,917 ","172,914,968,198 ","172,914,968,198 ","266,915,207,857 ","223,847,000 ","331,422,558,109 ","76,605,407,669 ","30,441,250,088 ","408,027,965,778 ","6,672,471,957 ","408,027,965,778 ","5,496,816,732 ","5,496,816,732 ","2,650,918,459 ",89.11 ,0.82 ,1.08 ,1.42 ,22.82 ,6.41 ,0.50 ,65.11 ,4.62 ,"7,784,506,332 ","10,435,424,791 ",0.97 ,Xây dựng và Bất động sản,18-12-2017
